,Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
2200,67,1,10,11.34,5.09,7.29,3.33,6.0,4.96,11.0,7.29,7.87,7.79,12.33,14.58
2201,67,1,11,17.33,9.38,9.62,8.46,6.34,5.63,9.59,6.83,7.71,11.79,10.21,15.54
2202,67,1,12,8.38,4.17,5.83,5.66,7.41,4.29,9.54,4.58,7.96,7.41,8.96,15.71
2203,67,1,13,4.58,3.79,5.17,2.21,5.41,2.88,9.96,1.25,5.41,6.0,10.21,16.21
2204,67,1,14,10.13,10.13,5.13,3.21,8.17,4.21,6.21,6.63,3.96,7.46,14.62,11.75
2205,67,1,15,18.84,16.58,11.63,10.75,14.62,9.0,3.92,11.5,8.63,11.67,22.63,17.16
2206,67,1,16,21.29,18.41,15.83,14.04,16.29,10.41,7.75,12.67,9.38,14.67,17.96,20.88
2207,67,1,17,18.29,13.04,17.25,11.12,12.21,10.37,14.79,11.92,12.0,15.5,13.62,20.71
2208,67,1,18,13.79,11.5,12.08,6.42,12.33,8.96,9.0,7.67,7.08,7.54,11.54,19.87
2209,67,1,19,16.33,12.5,18.29,10.34,11.79,8.17,13.67,7.96,8.46,11.63,12.71,17.54
2210,67,1,20,10.96,8.75,14.42,7.21,9.92,6.46,10.21,7.17,6.63,10.04,10.37,15.79
2211,67,1,21,12.46,12.0,9.08,6.67,13.92,7.62,13.54,6.63,8.92,10.0,18.08,17.41
2212,67,1,22,18.38,13.92,14.04,8.12,14.33,10.08,13.29,10.21,9.33,11.25,15.12,17.54
2213,67,1,23,22.88,19.79,15.25,10.25,17.83,10.21,10.08,11.92,9.54,13.0,15.67,23.67
2214,67,1,24,16.92,13.59,10.54,6.13,11.29,5.66,6.71,5.41,4.67,9.33,9.42,14.67
2215,67,1,25,15.54,13.75,14.58,9.29,13.46,8.92,11.79,10.0,9.67,12.25,17.25,17.16
2216,67,1,26,7.08,10.13,8.0,3.29,9.59,7.08,7.75,6.5,5.71,8.04,12.67,14.29
2217,67,1,27,24.3,23.75,19.38,16.25,20.25,13.83,12.38,17.62,13.29,19.58,28.75,27.21
2218,67,1,28,20.33,19.7,14.29,10.88,15.41,8.83,9.25,11.79,8.38,15.16,22.58,19.29
2219,67,1,29,26.54,23.79,20.71,17.92,21.59,15.04,13.13,18.38,15.54,20.54,25.92,22.95
2220,67,1,30,15.92,15.25,14.17,8.67,14.96,11.25,12.92,14.58,11.17,17.46,25.37,21.34
2221,67,1,31,11.38,11.92,12.79,6.17,14.71,10.41,16.17,9.75,12.04,16.17,18.58,21.0
2222,67,2,1,13.59,13.54,12.58,7.62,12.17,9.5,14.67,10.96,11.54,13.88,17.5,16.54
2223,67,2,2,16.38,17.08,17.21,10.37,18.84,14.12,16.88,16.21,14.29,18.91,24.04,23.54
2224,67,2,3,12.54,11.42,11.21,9.33,13.67,11.5,20.12,14.25,14.54,15.04,21.17,26.79
2225,67,2,4,6.38,4.42,5.96,3.33,8.54,5.0,10.0,5.37,6.71,8.46,11.58,16.04
2226,67,2,5,5.58,7.0,6.54,2.71,8.58,6.13,9.96,7.67,6.75,11.12,16.88,21.71
2227,67,2,6,8.08,10.08,7.12,4.33,8.92,5.58,10.41,5.46,6.46,9.21,14.5,17.21
2228,67,2,7,7.12,8.5,16.71,5.71,9.17,4.75,7.96,5.17,4.75,8.58,9.46,12.62
2229,67,2,8,8.29,5.09,10.13,3.29,4.46,0.13,6.25,0.67,3.21,5.83,2.04,10.25
2230,67,2,9,2.79,4.12,4.79,1.71,6.79,1.79,5.66,3.79,4.12,6.67,10.79,14.29
2231,67,2,10,7.92,10.88,4.21,2.83,8.96,4.5,4.5,6.63,4.33,6.87,17.08,13.17
2232,67,2,11,17.71,15.75,15.75,8.67,13.29,6.71,9.38,10.17,8.5,12.0,14.54,14.42
2233,67,2,12,15.96,12.33,16.58,7.08,13.88,8.04,11.0,8.83,7.21,8.83,10.71,12.46
2234,67,2,13,15.54,14.42,15.54,7.62,13.62,9.08,12.54,10.21,8.29,11.92,15.54,14.04
2235,67,2,14,18.46,17.58,16.96,8.08,20.58,11.87,14.62,11.79,9.38,13.21,17.54,23.04
2236,67,2,15,26.08,21.54,27.0,16.71,21.46,20.25,26.54,20.46,16.83,22.42,23.75,34.62
2237,67,2,16,10.13,11.17,10.08,4.12,10.83,5.46,7.17,9.25,6.21,11.92,16.25,19.04
2238,67,2,17,3.13,7.12,4.67,1.58,7.38,2.88,4.54,4.38,2.5,3.25,11.12,8.08
2239,67,2,18,18.79,17.46,16.92,8.67,15.67,10.13,10.5,10.04,9.79,13.92,16.17,20.0
2240,67,2,19,23.63,24.21,18.75,13.5,21.29,14.25,19.08,14.17,13.92,17.67,24.21,24.58
2241,67,2,20,13.92,12.12,13.0,9.29,15.21,9.59,14.83,13.5,11.83,14.62,24.04,30.13
2242,67,2,21,15.46,17.04,13.96,13.62,19.08,12.12,16.17,13.25,13.5,16.96,24.33,28.67
2243,67,2,22,18.58,11.83,16.04,6.5,13.92,9.25,11.34,6.71,9.33,10.79,9.5,11.29
2244,67,2,23,18.16,13.96,13.13,10.71,14.17,9.46,16.33,11.04,11.21,14.79,19.0,23.63
2245,67,2,24,24.41,19.17,20.96,14.79,18.63,13.54,15.09,14.67,13.83,18.84,21.71,26.0
2246,67,2,25,18.25,13.33,17.96,12.29,14.17,11.87,12.04,12.62,11.96,17.29,14.71,19.33
2247,67,2,26,11.25,12.96,8.71,7.33,13.88,8.46,13.75,9.87,9.87,11.38,14.75,16.54
2248,67,2,27,28.91,25.17,23.91,18.21,24.83,18.29,22.08,19.62,18.29,22.75,31.13,31.66
2249,67,2,28,19.25,22.54,14.71,16.17,24.37,16.75,23.04,17.16,18.16,18.46,27.29,29.79
2250,67,3,1,14.67,17.16,13.29,12.33,19.08,12.92,20.88,16.04,16.62,16.38,24.41,28.16
2251,67,3,2,13.42,12.87,11.0,10.29,16.5,15.21,21.92,15.37,16.96,16.79,23.29,30.63
2252,67,3,3,13.59,13.21,13.96,8.42,11.17,10.67,18.71,14.29,12.17,14.25,21.34,24.3
2253,67,3,4,15.92,13.21,14.96,11.38,10.79,11.79,14.71,14.88,11.79,16.17,21.04,21.12
2254,67,3,5,19.55,19.58,15.79,12.75,17.33,13.08,15.46,21.62,12.75,18.21,29.38,26.54
2255,67,3,6,20.41,18.58,19.38,13.29,16.83,14.79,19.17,15.96,16.0,18.05,26.46,28.42
2256,67,3,7,24.92,16.54,21.87,17.75,17.75,14.37,16.75,15.79,15.87,20.62,24.92,28.04
2257,67,3,8,9.0,8.58,11.12,4.67,8.63,6.17,9.25,7.33,8.42,9.87,8.33,16.42
2258,67,3,9,19.12,12.46,19.0,9.25,11.25,6.67,13.5,5.17,8.96,8.42,8.33,18.66
2259,67,3,10,19.58,23.25,17.46,13.0,23.09,15.25,22.83,16.25,15.37,17.92,28.21,27.04
2260,67,3,11,21.09,24.62,15.16,16.75,24.67,16.75,26.54,20.38,20.5,20.5,28.84,37.59
2261,67,3,12,5.88,9.08,5.88,2.42,9.0,5.0,11.92,6.96,7.04,9.08,16.33,17.0
2262,67,3,13,17.58,16.33,11.83,10.67,17.21,9.92,16.71,12.71,13.54,12.33,22.21,22.83
2263,67,3,14,22.34,20.0,20.08,14.12,21.09,16.0,22.29,21.54,17.5,21.0,30.75,31.96
2264,67,3,15,15.09,11.12,10.88,9.87,13.79,10.58,17.92,12.42,15.09,13.46,19.67,25.84
2265,67,3,16,11.42,10.13,10.08,6.21,10.71,8.17,14.71,13.17,9.62,12.83,20.5,21.12
2266,67,3,17,19.79,12.87,17.33,12.92,19.25,16.42,25.25,19.33,21.12,20.46,23.58,31.88
2267,67,3,18,21.21,8.75,10.54,11.63,13.42,11.58,17.08,12.67,13.29,11.71,15.71,20.91
2268,67,3,19,17.83,7.83,13.0,11.34,12.33,9.33,19.95,11.71,14.96,16.13,16.21,22.42
2269,67,3,20,8.5,8.25,9.42,6.46,13.37,9.87,17.21,10.46,14.25,12.5,19.0,24.17
2270,67,3,21,9.71,8.04,9.5,6.13,10.21,10.25,20.38,12.25,14.83,13.04,19.41,23.13
2271,67,3,22,13.83,10.92,9.46,7.83,13.59,11.83,17.04,12.46,14.37,12.0,16.62,19.12
2272,67,3,23,12.46,9.59,8.17,7.92,12.38,8.83,15.04,9.83,10.96,11.92,17.37,21.04
2273,67,3,24,17.83,16.29,16.46,10.96,14.09,10.96,16.29,14.29,12.33,15.09,22.25,23.67
2274,67,3,25,20.79,15.37,17.75,12.71,15.16,12.67,17.12,14.25,13.59,14.92,20.5,23.91
2275,67,3,26,18.29,15.46,12.62,11.38,18.38,11.75,20.38,12.92,14.54,13.83,24.17,27.79
2276,67,3,27,16.08,15.34,11.17,10.75,17.46,12.08,19.62,11.04,15.16,13.7,19.46,22.13
2277,67,3,28,15.16,10.13,11.17,12.29,14.0,11.0,18.16,9.5,13.75,11.38,17.71,27.84
2278,67,3,29,12.79,5.29,9.08,8.08,9.67,5.96,15.09,6.79,11.42,10.34,12.79,22.58
2279,67,3,30,12.38,5.04,7.75,7.21,7.79,4.67,11.5,3.71,8.12,7.21,10.79,12.75
2280,67,3,31,9.79,7.29,8.25,4.5,5.75,1.38,6.96,2.13,3.79,5.88,5.83,9.29
2281,67,4,1,22.25,17.92,16.54,11.42,16.96,12.71,11.87,11.87,12.75,14.5,21.04,25.88
2282,67,4,2,13.08,12.46,9.59,9.71,14.96,9.96,15.09,11.25,12.46,9.87,16.42,18.41
2283,67,4,3,12.62,11.21,9.04,9.62,14.37,9.87,13.54,10.34,11.21,10.92,15.46,17.96
2284,67,4,4,10.08,9.83,7.87,7.92,12.62,9.0,15.83,10.58,12.62,13.59,17.92,23.5
2285,67,4,5,20.5,12.54,13.62,13.67,15.83,11.46,19.67,13.08,15.92,18.25,16.79,27.71
2286,67,4,6,20.12,15.54,22.0,14.04,14.54,11.92,18.54,13.83,13.92,16.38,21.04,31.13
2287,67,4,7,14.37,14.42,25.54,11.42,11.42,8.21,15.92,10.63,9.71,13.88,21.92,26.08
2288,67,4,8,13.5,11.67,23.79,11.46,11.87,6.38,15.16,9.13,9.17,10.88,11.42,16.29
2289,67,4,9,13.79,13.88,26.34,11.58,13.75,10.58,18.05,11.63,11.5,14.42,18.0,14.92
2290,67,4,10,14.42,12.67,30.54,12.17,10.25,9.04,17.12,9.21,10.13,11.46,15.0,12.38
2291,67,4,11,11.67,13.96,19.67,9.67,10.58,7.25,11.83,7.92,7.5,10.54,12.33,15.67
2292,67,4,12,7.71,7.5,15.21,6.13,8.08,2.42,7.79,4.96,4.38,6.17,10.92,11.96
2293,67,4,13,6.29,5.54,15.79,6.42,8.42,2.62,8.71,3.37,3.83,4.21,5.46,8.63
2294,67,4,14,6.83,5.71,14.83,4.33,7.21,2.08,4.54,1.25,2.29,1.75,4.88,6.08
2295,67,4,15,10.37,5.91,5.21,4.54,8.46,2.75,9.38,4.33,6.13,6.38,8.87,12.04
2296,67,4,16,8.71,6.67,4.71,4.21,8.79,3.25,6.29,4.0,6.08,9.25,7.33,15.16
2297,67,4,17,11.12,7.58,6.38,6.04,8.87,4.42,12.79,4.63,8.46,10.41,8.75,17.75
2298,67,4,18,9.08,6.71,10.54,5.37,5.46,4.29,7.08,3.96,4.92,7.04,8.71,11.42
2299,67,4,19,12.58,10.88,14.17,9.67,14.83,11.17,17.71,12.83,14.58,14.71,20.5,26.34
2300,67,4,20,19.92,16.08,12.17,13.54,20.67,14.12,18.12,15.41,16.38,15.54,22.58,22.5
2301,67,4,21,18.05,12.25,14.29,10.13,13.92,8.75,12.33,7.71,11.5,12.0,12.96,19.83
2302,67,4,22,11.54,11.29,9.59,6.87,12.54,8.38,10.88,9.59,9.08,10.83,15.0,15.41
2303,67,4,23,9.83,6.04,6.17,4.38,6.13,3.17,7.5,4.46,4.29,4.83,10.75,11.21
2304,67,4,24,14.09,13.0,11.38,8.54,12.0,10.37,10.71,10.83,10.5,11.63,17.04,16.42
2305,67,4,25,8.71,6.17,6.71,4.75,6.54,3.88,6.83,2.17,5.88,4.92,10.21,7.83
2306,67,4,26,8.54,10.08,7.87,4.67,9.62,6.42,9.38,9.54,7.87,9.08,15.83,15.25
2307,67,4,27,8.25,6.83,13.59,6.54,6.96,4.29,7.38,5.96,5.13,6.13,5.88,8.54
2308,67,4,28,5.66,5.29,8.87,6.92,7.87,5.37,6.46,5.75,5.71,5.71,5.04,11.54
2309,67,4,29,7.58,6.38,9.25,7.96,8.67,3.79,5.58,2.88,6.75,6.17,6.5,12.58
2310,67,4,30,18.88,12.46,9.46,8.92,14.54,8.75,13.13,11.08,12.04,11.46,17.12,22.0
2311,67,5,1,20.46,15.71,13.92,11.42,16.75,12.0,13.83,13.08,12.46,12.08,19.5,22.13
2312,67,5,2,16.58,9.54,10.0,7.17,11.67,7.54,8.75,7.0,6.71,8.12,11.21,13.96
2313,67,5,3,16.88,14.42,15.75,10.0,16.21,12.38,16.46,12.38,11.34,13.62,18.38,25.12
2314,67,5,4,13.21,11.46,19.0,11.08,12.54,10.88,17.58,10.58,12.54,14.29,12.33,27.33
2315,67,5,5,13.21,15.25,16.04,12.0,15.29,11.46,15.29,12.71,14.17,16.5,18.63,26.79
2316,67,5,6,14.42,12.5,10.04,8.75,12.25,8.17,9.21,9.04,6.71,7.87,12.33,16.79
2317,67,5,7,17.96,15.87,14.12,9.21,12.04,8.29,9.29,7.92,9.67,8.08,10.54,15.25
2318,67,5,8,15.12,11.67,15.96,8.46,12.62,8.87,10.71,6.25,8.21,5.83,6.96,7.62
2319,67,5,9,5.09,4.75,7.17,4.42,4.75,3.63,6.46,2.88,4.38,4.38,6.38,8.5
2320,67,5,10,4.17,4.38,8.12,2.17,2.83,0.13,2.29,1.38,1.13,2.37,7.0,4.79
2321,67,5,11,10.0,13.59,22.83,8.12,10.96,6.58,9.5,10.08,6.71,6.58,12.83,11.29
2322,67,5,12,14.67,16.79,22.42,10.25,11.42,7.75,12.71,10.13,9.0,8.08,16.38,15.46
2323,67,5,13,10.79,14.04,18.05,6.42,11.46,9.08,12.67,9.38,8.25,6.63,17.04,11.0
2324,67,5,14,9.17,10.46,17.54,6.38,7.92,6.25,9.83,6.08,6.25,6.83,11.87,15.04
2325,67,5,15,11.87,11.42,23.25,9.67,9.0,8.25,15.09,11.63,8.79,8.83,18.05,17.71
2326,67,5,16,11.46,11.34,11.87,5.88,9.79,3.71,7.79,10.0,5.13,6.04,15.34,12.46
2327,67,5,17,11.63,10.25,11.5,5.37,11.71,6.17,8.5,9.38,6.92,8.79,16.5,20.46
2328,67,5,18,11.08,10.13,10.63,5.58,7.87,5.21,9.5,7.08,5.37,6.04,15.54,13.46
2329,67,5,19,22.75,18.91,15.92,11.25,18.54,12.08,15.09,11.96,12.46,11.38,18.08,17.88
2330,67,5,20,22.08,18.38,19.46,11.67,21.87,13.67,18.58,14.83,16.54,17.41,21.75,25.25
2331,67,5,21,24.62,19.21,19.92,13.62,17.58,11.75,14.62,13.08,11.92,15.96,19.7,19.5
2332,67,5,22,24.83,20.96,21.54,15.41,21.17,13.62,16.83,11.29,14.96,15.46,15.87,16.62
2333,67,5,23,17.58,16.29,14.12,8.83,17.16,9.04,11.34,9.71,9.25,10.63,13.37,13.33
2334,67,5,24,15.63,12.54,15.16,9.92,17.0,10.96,12.79,11.21,10.67,9.96,10.08,10.79
2335,67,5,25,6.08,8.08,8.08,5.41,12.46,7.0,8.83,11.0,7.04,7.92,13.0,14.33
2336,67,5,26,12.5,12.04,12.71,6.29,13.62,6.67,9.0,14.54,6.71,12.75,19.41,13.92
2337,67,5,27,5.63,5.96,4.29,2.08,7.38,3.58,3.63,8.63,3.21,6.67,12.75,11.96
2338,67,5,28,10.17,6.08,7.83,3.88,5.96,2.42,4.25,5.41,2.62,2.75,5.83,6.0
2339,67,5,29,5.96,8.21,8.79,4.75,6.38,2.88,6.29,8.12,3.67,5.58,8.92,6.83
2340,67,5,30,3.96,4.42,4.08,2.08,5.71,1.21,2.83,6.5,2.46,5.29,6.17,6.34
2341,67,5,31,7.12,8.58,5.91,2.62,6.34,1.87,4.79,5.41,1.92,3.08,10.17,7.54
2342,67,6,1,10.88,9.5,8.92,5.79,10.92,5.58,3.88,9.21,6.04,6.13,11.08,6.75
2343,67,6,2,5.5,6.42,8.04,4.67,5.66,4.0,5.09,11.34,5.17,8.29,14.42,11.63
2344,67,6,3,7.92,9.17,13.08,4.33,7.96,6.25,10.0,15.0,9.38,12.38,18.63,16.5
2345,67,6,4,3.13,5.63,7.25,4.42,8.87,6.17,8.75,9.79,7.87,8.92,10.41,15.79
2346,67,6,5,8.38,12.58,11.17,7.0,13.75,8.71,10.88,11.75,10.13,8.42,17.79,17.16
2347,67,6,6,14.96,11.42,15.92,9.42,17.37,11.34,16.38,13.29,12.87,13.25,17.54,22.67
2348,67,6,7,14.25,9.54,8.04,6.71,13.75,6.34,8.67,10.25,9.08,10.92,12.71,15.63
2349,67,6,8,7.17,6.0,7.04,4.21,7.29,3.54,6.13,6.54,4.92,6.29,6.96,10.71
2350,67,6,9,7.79,4.25,6.54,2.83,6.0,3.21,8.17,3.79,5.09,3.92,9.21,12.79
2351,67,6,10,4.08,2.67,3.88,2.0,5.58,0.0,3.92,1.67,1.54,3.83,4.04,3.83
2352,67,6,11,4.21,3.63,4.58,2.08,5.0,0.92,5.0,1.58,3.29,3.29,5.21,7.08
2353,67,6,12,5.29,5.09,5.88,2.96,6.5,3.08,4.96,6.25,4.29,5.37,5.37,11.92
2354,67,6,13,4.75,8.25,2.37,1.5,7.29,3.75,2.75,5.46,3.17,3.25,6.42,6.5
2355,67,6,14,6.13,3.75,4.96,2.29,4.29,2.04,4.67,2.92,1.71,1.46,7.87,5.21
2356,67,6,15,6.13,3.0,6.29,2.71,4.63,1.75,1.79,5.09,2.71,2.37,9.17,4.67
2357,67,6,16,6.25,4.54,9.29,3.29,4.12,1.5,2.46,4.42,2.96,4.42,5.88,6.34
2358,67,6,17,5.41,5.96,7.29,2.42,6.5,2.13,3.04,5.17,1.79,3.04,6.0,5.54
2359,67,6,18,11.5,9.21,5.0,4.42,8.79,3.79,2.79,6.79,4.25,5.71,8.67,8.17
2360,67,6,19,9.67,10.04,8.96,4.38,12.08,6.5,8.63,10.13,7.87,8.29,16.0,13.59
2361,67,6,20,18.34,12.25,13.21,11.5,18.46,13.59,15.16,16.25,13.21,13.5,18.46,23.87
2362,67,6,21,13.04,12.62,13.25,8.67,14.67,8.67,11.34,10.63,9.46,10.41,14.67,17.5
2363,67,6,22,12.62,9.38,11.46,6.38,9.33,4.0,8.33,6.25,5.83,7.38,11.21,15.09
2364,67,6,23,11.46,7.38,11.71,3.75,8.38,2.83,6.08,6.08,4.63,4.83,8.17,11.63
2365,67,6,24,14.37,17.75,10.5,7.92,16.83,9.04,7.92,12.5,9.0,8.58,10.0,14.83
2366,67,6,25,13.04,6.54,14.46,6.79,13.08,8.58,6.21,9.59,5.66,6.71,13.62,8.96
2367,67,6,26,14.83,6.92,14.96,5.83,11.63,3.46,3.54,9.04,4.33,3.88,8.87,8.83
2368,67,6,27,9.46,5.5,6.92,3.58,9.0,3.29,5.37,7.54,5.37,5.63,12.33,9.79
2369,67,6,28,14.71,11.34,16.13,8.58,13.83,11.17,14.42,15.34,12.79,14.12,21.79,25.17
2370,67,6,29,10.17,6.21,8.08,7.12,13.0,9.17,12.17,12.12,9.38,10.46,15.41,23.16
2371,67,6,30,4.42,4.54,5.25,1.92,5.37,2.33,6.5,6.21,3.42,4.0,11.79,11.42
2372,67,7,1,8.79,9.46,9.96,4.71,10.75,7.04,6.0,8.79,6.79,7.46,15.92,14.67
2373,67,7,2,11.75,11.29,9.62,6.75,14.46,8.58,11.58,11.21,10.5,9.87,18.63,19.08
2374,67,7,3,12.62,10.34,9.62,9.46,16.04,10.88,13.29,13.08,12.71,10.92,15.92,22.25
2375,67,7,4,6.79,4.96,8.12,2.71,7.92,3.92,4.96,4.38,4.96,4.25,9.13,13.33
2376,67,7,5,5.96,8.04,8.33,5.37,7.83,5.0,5.83,10.46,5.09,7.12,17.96,10.79
2377,67,7,6,10.71,12.87,11.67,6.96,10.5,8.08,8.46,11.34,7.79,8.92,15.59,15.67
2378,67,7,7,15.75,11.92,11.79,8.33,12.38,9.21,9.25,11.38,10.13,10.37,12.33,14.5
2379,67,7,8,16.13,12.71,11.04,9.29,16.17,10.54,12.58,14.09,11.21,10.92,16.33,22.75
2380,67,7,9,11.38,10.79,10.88,5.41,13.0,7.38,10.0,14.75,9.13,10.17,22.0,19.75
2381,67,7,10,9.08,8.25,11.87,3.54,10.88,7.21,8.25,12.54,9.75,10.08,15.96,17.37
2382,67,7,11,4.79,3.75,3.96,1.87,6.21,2.21,4.25,3.0,3.04,1.08,5.58,9.83
2383,67,7,12,3.13,3.29,8.12,2.71,5.17,1.46,3.46,4.88,5.79,6.63,5.58,8.42
2384,67,7,13,5.33,5.75,5.33,2.17,6.96,2.0,5.5,7.17,5.37,10.0,8.71,21.04
2385,67,7,14,12.29,10.37,10.58,4.42,11.12,3.79,5.0,5.37,4.0,6.17,5.17,24.46
2386,67,7,15,8.83,12.96,8.29,4.67,10.58,4.42,5.5,7.87,4.71,7.87,12.0,13.96
2387,67,7,16,16.38,17.79,15.12,11.42,16.42,10.29,7.04,14.33,11.79,15.92,20.75,18.0
2388,67,7,17,10.29,13.83,9.17,7.25,12.83,8.08,4.71,14.33,8.54,13.25,20.0,18.38
2389,67,7,18,11.5,9.13,12.62,7.38,10.34,6.87,7.12,7.79,6.79,10.63,12.04,8.83
2390,67,7,19,7.17,5.88,10.17,3.96,10.37,6.63,6.63,7.75,7.33,9.71,12.33,16.46
2391,67,7,20,5.41,4.29,6.96,2.79,7.38,4.04,6.25,4.42,5.04,5.46,8.0,12.75
2392,67,7,21,4.63,4.5,4.46,1.96,4.29,0.25,4.04,1.25,2.37,3.08,4.08,7.0
2393,67,7,22,6.0,7.54,15.04,2.67,5.71,2.67,3.21,5.25,3.33,4.46,7.21,4.83
2394,67,7,23,12.17,9.92,9.13,3.67,10.29,5.04,3.54,11.12,5.09,7.71,14.17,12.12
2395,67,7,24,13.04,10.37,13.37,6.0,12.96,8.79,11.29,10.29,8.33,11.34,12.87,19.55
2396,67,7,25,11.34,11.17,10.63,4.71,11.17,6.42,7.12,10.54,7.33,9.25,16.25,16.25
2397,67,7,26,12.46,11.42,14.0,7.96,13.33,9.54,10.71,15.41,10.96,14.54,18.05,19.62
2398,67,7,27,5.04,5.33,5.66,3.83,8.87,5.25,6.25,6.42,5.66,5.88,11.63,14.58
2399,67,7,28,9.54,8.58,7.83,4.38,10.0,5.66,7.58,8.08,7.67,8.12,13.83,15.71
2400,67,7,29,14.04,12.83,14.88,6.34,9.5,7.46,8.08,11.5,7.79,9.29,17.54,14.5
2401,67,7,30,13.25,9.38,12.62,6.04,9.96,7.83,8.12,12.21,8.42,11.75,18.96,15.71
2402,67,7,31,7.04,4.46,6.58,4.33,5.88,4.83,3.83,8.04,6.0,7.54,15.83,14.46
2403,67,8,1,10.34,6.92,8.54,4.63,9.42,5.33,7.62,8.54,7.21,6.08,17.75,13.54
2404,67,8,2,4.63,10.29,5.37,4.12,10.67,7.12,5.5,8.5,7.12,6.87,15.16,16.54
2405,67,8,3,14.71,12.54,7.08,6.13,12.54,7.87,11.46,10.67,10.58,10.92,17.37,22.5
2406,67,8,4,13.13,10.21,8.04,7.71,10.37,7.67,11.71,9.29,10.5,11.38,12.5,19.08
2407,67,8,5,7.58,10.58,9.87,4.79,10.29,7.38,6.71,7.58,6.75,8.42,13.04,13.67
2408,67,8,6,18.34,15.04,12.46,9.59,12.87,9.25,6.42,10.63,8.21,10.96,10.29,9.59
2409,67,8,7,16.25,9.54,12.96,9.29,15.75,14.71,11.63,14.25,11.58,10.37,12.96,17.71
2410,67,8,8,10.63,6.5,11.04,7.46,11.63,9.71,7.38,12.5,10.17,8.71,15.71,21.84
2411,67,8,9,10.25,9.0,8.38,5.54,9.67,6.42,4.5,8.79,7.54,5.79,12.04,12.75
2412,67,8,10,8.29,5.41,7.71,4.33,9.5,4.83,4.88,2.46,3.71,2.21,5.58,6.71
2413,67,8,11,15.25,10.41,7.75,8.71,15.16,8.96,11.5,11.0,10.17,8.58,13.75,16.92
2414,67,8,12,18.71,11.67,10.46,10.41,15.87,11.08,15.71,12.54,13.29,16.13,15.0,24.96
2415,67,8,13,10.79,10.04,9.29,5.96,9.46,6.5,9.21,6.67,5.96,6.29,7.54,10.34
2416,67,8,14,15.29,10.54,11.12,9.42,16.46,10.5,15.5,13.33,11.87,11.25,13.67,16.21
2417,67,8,15,9.87,8.42,9.46,5.71,11.38,6.96,11.54,9.5,5.88,8.46,13.17,10.17
2418,67,8,16,14.42,11.79,12.75,7.96,17.29,9.08,10.96,8.75,9.17,8.38,10.67,11.04
2419,67,8,17,13.88,10.71,12.29,6.79,11.96,6.08,8.75,7.04,5.96,6.5,10.25,7.21
2420,67,8,18,13.88,9.83,13.96,8.29,12.25,7.83,9.83,8.67,8.04,5.37,12.71,14.37
2421,67,8,19,4.42,5.96,13.62,3.92,6.34,2.83,4.33,6.71,4.21,3.92,6.58,8.17
2422,67,8,20,8.67,3.08,9.46,2.42,6.08,2.46,3.37,2.5,1.92,1.13,4.38,6.75
2423,67,8,21,8.12,8.67,4.96,2.96,10.88,4.88,5.17,6.29,4.54,5.5,5.54,8.67
2424,67,8,22,3.83,6.79,5.46,2.37,6.29,3.17,3.54,3.75,2.71,3.29,7.75,8.04
2425,67,8,23,4.33,5.21,4.25,1.42,4.04,1.33,3.92,4.75,1.87,1.25,10.08,4.12
2426,67,8,24,8.54,11.34,7.08,4.71,9.13,4.33,2.83,7.67,3.21,3.54,10.08,6.38
2427,67,8,25,11.21,9.87,10.13,8.08,10.37,8.08,3.79,9.71,8.0,8.79,15.75,12.29
2428,67,8,26,8.0,6.71,7.5,2.04,7.41,2.62,4.54,5.79,4.25,5.75,7.08,9.54
2429,67,8,27,4.17,2.5,6.0,2.13,4.12,1.13,4.71,3.13,3.92,3.13,4.54,9.04
2430,67,8,28,8.33,7.04,5.33,2.29,8.04,4.17,5.71,9.0,4.58,4.79,14.42,12.33
2431,67,8,29,10.83,7.33,7.17,5.0,11.46,7.17,10.54,8.29,8.46,8.79,14.37,16.54
2432,67,8,30,10.37,8.75,9.25,5.88,14.79,8.21,12.96,10.92,10.37,10.25,16.92,22.04
2433,67,8,31,6.21,6.17,9.46,3.5,7.25,4.25,3.96,4.04,3.63,4.42,6.71,12.46
2434,67,9,1,10.71,9.33,9.92,6.29,11.0,7.5,8.87,9.04,7.79,6.71,12.92,15.59
2435,67,9,2,14.04,12.92,12.17,9.17,17.21,12.12,15.0,14.62,11.87,10.83,19.62,25.58
2436,67,9,3,23.38,23.54,17.96,14.67,25.04,16.46,19.67,17.0,16.62,14.79,26.46,24.04
2437,67,9,4,22.58,19.92,16.46,12.08,16.62,12.38,14.54,13.7,12.38,13.21,19.25,18.38
2438,67,9,5,27.63,22.79,20.04,16.46,23.71,17.33,22.34,18.16,19.12,18.71,23.79,25.54
2439,67,9,6,12.79,11.34,8.12,7.71,11.17,8.54,12.75,9.25,11.12,8.96,16.17,18.54
2440,67,9,7,5.66,4.63,4.54,2.75,5.09,2.96,5.41,3.71,4.67,3.58,8.0,6.67
2441,67,9,8,3.92,5.21,4.71,1.58,1.29,0.54,4.54,3.42,2.29,1.87,11.04,8.75
2442,67,9,9,4.67,11.75,7.0,2.54,3.58,3.79,5.79,6.21,3.33,4.17,16.13,9.46
2443,67,9,10,8.75,3.0,7.29,3.5,6.21,4.5,3.5,6.17,5.29,5.79,6.17,10.96
